paradigm,visibility,stim_type,voltage,sub_num,IB
masking,visible,f,2.61570238,sub16,yes
masking,visible,f,12.57462478,sub16,yes
masking,visible,f,-1.401993826,sub16,yes
masking,visible,f,10.02932762,sub16,yes
masking,visible,f,3.793868898,sub16,yes
masking,visible,f,4.807112996,sub16,yes
masking,visible,f,2.120553995,sub16,yes
masking,visible,f,7.796379643,sub16,yes
masking,visible,f,7.561279123,sub16,yes
masking,visible,f,3.902380336,sub16,yes
masking,visible,f,1.952639189,sub16,yes
masking,visible,f,1.916448598,sub16,yes
masking,visible,f,4.072170542,sub16,yes
masking,visible,f,5.633961501,sub16,yes
masking,visible,f,-2.73210372,sub16,yes
masking,visible,f,0.865624728,sub16,yes
masking,visible,f,8.160840378,sub16,yes
masking,visible,f,14.19774799,sub16,yes
masking,visible,f,2.292840535,sub16,yes
masking,visible,f,1.354677296,sub16,yes
masking,visible,f,-0.319298784,sub16,yes
masking,visible,f,8.537187508,sub16,yes
masking,visible,f,4.382208738,sub16,yes
masking,visible,f,5.695619864,sub16,yes
masking,visible,f,-4.773928746,sub16,yes
masking,visible,f,2.723429678,sub16,yes
masking,visible,f,0.533025946,sub16,yes
masking,visible,f,2.704617373,sub16,yes
masking,visible,f,-2.927484735,sub16,yes
masking,visible,f,3.008627964,sub16,yes
masking,visible,f,11.38808868,sub16,yes
masking,visible,f,4.191898988,sub16,yes
masking,visible,f,7.961867968,sub16,yes
masking,visible,f,-1.816523936,sub16,yes
masking,visible,f,1.676331257,sub16,yes
masking,visible,f,6.430735817,sub16,yes
masking,visible,f,2.140699673,sub16,yes
masking,visible,f,0.611537824,sub16,yes
masking,visible,f,1.788496753,sub16,yes
masking,visible,f,-7.317696453,sub16,yes
masking,visible,f,5.2172837,sub16,yes
masking,visible,f,7.841495099,sub16,yes
masking,visible,f,5.161835513,sub16,yes
masking,visible,f,8.998616488,sub16,yes
masking,visible,f,2.39719155,sub16,yes
masking,visible,f,-2.280599693,sub16,yes
masking,visible,f,-1.058838243,sub16,yes
masking,visible,f,5.518019893,sub16,yes
masking,visible,f,5.645106286,sub16,yes
masking,visible,f,-1.215981877,sub16,yes
masking,visible,f,11.22458936,sub16,yes
masking,visible,f,0.117361816,sub16,yes
masking,visible,f,1.24545343,sub16,yes
masking,visible,f,9.080572393,sub16,yes
masking,visible,f,1.161946992,sub16,yes
masking,visible,f,6.243528375,sub16,yes
masking,visible,f,1.934292209,sub16,yes
masking,visible,f,-6.800854336,sub16,yes
masking,visible,f,10.52573023,sub16,yes
masking,visible,f,4.435895386,sub16,yes
masking,visible,f,5.558734203,sub16,yes
masking,visible,f,-0.582417696,sub16,yes
masking,visible,f,7.089038473,sub16,yes
masking,visible,f,1.394811112,sub16,yes
masking,visible,f,13.30110034,sub16,yes
masking,visible,f,-11.09382194,sub16,yes
masking,visible,f,7.247971727,sub16,yes
masking,visible,f,10.26999893,sub16,yes
masking,visible,f,7.256169539,sub16,yes
masking,visible,f,10.62692218,sub16,yes
masking,visible,f,0.126815615,sub16,yes
masking,visible,f,4.700631631,sub16,yes
masking,visible,f,-2.935124466,sub16,yes
masking,visible,f,-4.547964317,sub16,yes
masking,visible,f,4.807924012,sub16,yes
masking,visible,f,5.422367175,sub16,yes
masking,visible,f,3.123208845,sub16,yes
masking,visible,f,6.523092633,sub16,yes
masking,visible,f,2.945129587,sub16,yes
masking,visible,f,-1.876220779,sub16,yes
masking,visible,f,2.985181753,sub16,yes
masking,visible,f,9.969698769,sub16,yes
masking,visible,f,-1.267484293,sub16,yes
masking,visible,f,4.183310323,sub16,yes
masking,visible,f,5.79737089,sub16,yes
masking,visible,f,-1.603899885,sub16,yes
masking,visible,f,3.206079441,sub16,yes
masking,visible,f,-2.248086656,sub16,yes
masking,visible,f,9.824951909,sub16,yes
masking,visible,f,1.684340466,sub16,yes
masking,visible,f,2.090786085,sub16,yes
masking,visible,f,3.853241239,sub16,yes
masking,visible,f,0.710261946,sub16,yes
masking,visible,f,3.203608448,sub16,yes
masking,visible,f,2.528226944,sub16,yes
masking,visible,f,-0.695783864,sub16,yes
masking,visible,f,-4.148673882,sub17,yes
masking,visible,f,6.569728151,sub17,yes
masking,visible,f,2.276730029,sub17,yes
